Date,Daily Rainfall Total (mm),Highest  30-min Rainfall (mm),Highest  60-min Rainfall (mm),Highest 120-min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h),year,month
16 Nov,0.8,0.8,0.8,0.8,27.2,31.8,24.4,—,—,2018,November
17 Nov,20.8,9.4,17.6,20.6,26.4,30.7,22.5,15.5,27.7,2018,November
18 Nov,7,4.6,5.2,5.8,25.7,29.1,23.2,—,—,2018,November
19 Nov,35.2,29.4,34,34.8,26.2,33.1,23.3,—,—,2018,November
20 Nov,15.2,12,14.6,15,27.2,33.2,23.4,—,—,2018,November
21 Nov,11.2,4.6,6,7.6,25.8,30.6,23,—,—,2018,November
22 Nov,49.6,34.2,46.4,49,26.2,29.9,22.9,—,—,2018,November
23 Nov,12.2,11.8,12.2,12.2,26.7,32.7,24,—,—,2018,November
24 Nov,0,0,0,0,27.4,32.4,24.7,—,—,2018,November
25 Nov,0.6,0.4,0.4,0.6,27.3,30.7,24.6,—,—,2018,November
26 Nov,2.4,1.8,1.8,1.8,27.2,34,23.7,—,—,2018,November
27 Nov,4.6,4.4,4.4,4.4,26.3,28.8,23.6,—,—,2018,November
28 Nov,0,0,0,0,27.4,32.4,24.7,—,—,2018,November
29 Nov,0,0,0,0,27.5,32.8,24.9,—,—,2018,November
30 Nov,7.8,4.2,4.4,4.4,26.9,30.7,24.9,—,—,2018,November
2 Dec,0.8,0.6,0.6,0.6,27,31.9,24.6,—,—,2018,December
3 Dec,4.6,3.8,3.8,3.8,26.2,30.2,24.8,—,—,2018,December
4 Dec,3,3,3,3,27.3,32,24.4,—,—,2018,December
5 Dec,0.4,0.4,0.4,0.4,27.1,32.2,25.3,—,—,2018,December
6 Dec,2.4,1.2,1.2,1.2,26.8,30.9,24.8,—,—,2018,December
7 Dec,0.6,0.4,0.6,0.6,26.9,32,24.8,—,—,2018,December
8 Dec,0,0,0,0,27.5,33.2,24.4,—,—,2018,December
9 Dec,0,0,0,0,27.8,32.1,25.1,—,—,2018,December
10 Dec,7.6,6.8,6.8,6.8,26.5,32,24.6,—,—,2018,December
11 Dec,73.4,32.4,53,67.2,25.9,32.3,23.7,—,—,2018,December
12 Dec,1.4,1.2,1.2,1.2,26.6,31.2,24.3,—,—,2018,December
13 Dec,0.2,0.2,0.2,0.2,26,28,24.6,—,—,2018,December
14 Dec,0,0,0,0,26.3,29,24.6,—,—,2018,December
15 Dec,0.8,0.8,0.8,0.8,26.7,31.1,24.4,—,—,2018,December
16 Dec,88,37.8,63,87.6,25.8,32,23.7,—,—,2018,December
17 Dec,0.2,0.2,0.2,0.2,26.7,32.2,24,—,—,2018,December
18 Dec,0.2,0.2,0.2,0.2,27.5,32.1,24.9,—,—,2018,December
19 Dec,0,0,0,0,27.1,33.6,24.5,—,—,2018,December
20 Dec,0,0,0,0,27.2,32.9,23.8,—,—,2018,December
21 Dec,3.4,3.2,3.2,3.4,26.9,31.8,24.9,—,—,2018,December
22 Dec,0,0,0,0,27.6,32.2,24.8,—,—,2018,December
23 Dec,2.4,2,2.2,2.4,26.8,33.3,24.5,—,—,2018,December
24 Dec,0,0,0,0,27.3,32.6,23.9,—,—,2018,December
25 Dec,0.6,0.6,0.6,0.6,26.9,33.3,24.7,—,—,2018,December
26 Dec,0.2,0.2,0.2,0.2,27.8,32.4,23.6,—,—,2018,December
27 Dec,0,0,0,0,27.2,30.8,24.3,—,—,2018,December
28 Dec,0,0,0,0,28.5,33.8,24.9,—,—,2018,December
29 Dec,0,0,0,0,27.6,30.7,25,—,—,2018,December
30 Dec,16.2,12.8,15.4,16.2,27.4,34,24.5,—,—,2018,December
31 Dec,17.2,13.6,14.8,15.2,26.6,31.6,24.6,—,—,2018,December
2 Jan,0,0,0,0,28.5,32.4,25.4,11.9,30.6,2019,January
3 Jan,0,0,0,0,29,32.5,24.7,11.5,37.8,2019,January
4 Jan,0,0,0,0,28.7,32.7,25.4,10.1,34.9,2019,January
5 Jan,3.2,3,3.2,3.2,27.2,32.7,25.2,17.3,43.6,2019,January
6 Jan,0,0,0,0,27.9,32.4,25.2,16.2,40.7,2019,January
7 Jan,0,0,0,0,28.2,31.9,25.2,10.1,38.2,2019,January
8 Jan,6.8,5.2,6.4,6.6,27.5,31.3,25.3,16.2,41.4,2019,January
9 Jan,0,0,0,0,28,31.9,24.9,13,33.5,2019,January
10 Jan,0,0,0,0,27.9,32,24.7,9,42.1,2019,January
11 Jan,2,2,2,2,27.3,31.9,24.5,15.1,49.7,2019,January
12 Jan,0,0,0,0,27.5,32.6,23.6,14,36,2019,January
13 Jan,5.6,5.4,5.4,5.4,27,31.9,24.2,20.5,49.3,2019,January
14 Jan,0.6,0.6,0.6,0.6,27.1,31.6,24.2,10.8,35.6,2019,January
15 Jan,0,0,0,0,27.8,32.7,24.8,10.4,27.7,2019,January
16 Jan,0,0,0,0,27.7,32.1,24.7,11.2,32.4,2019,January
17 Jan,22.4,8.8,8.8,8.8,26.2,31.8,23.8,11.5,31.7,2019,January
18 Jan,54,15.6,24,32.8,25.6,28.5,23.6,15.8,50.8,2019,January
19 Jan,0,0,0,0,26.9,30.6,23.5,19.4,49.7,2019,January
20 Jan,0,0,0,0,27.7,32.1,24.6,14.4,40,2019,January
21 Jan,0,0,0,0,27.7,31.6,25.3,24.8,57.2,2019,January
22 Jan,0,0,0,0,27.4,31.1,25.1,18.7,47.9,2019,January
23 Jan,0,0,0,0,27.5,31.4,25,14.8,47.9,2019,January
24 Jan,0,0,0,0,27.2,30.6,24.7,16.2,55.4,2019,January
25 Jan,0.4,0.4,0.4,0.4,26.5,30.2,23.6,14,52.2,2019,January
26 Jan,0,0,0,0,26.9,29.8,23.8,14,45.7,2019,January
27 Jan,0,0,0,0,27.6,31.5,25.3,18.4,50.4,2019,January
28 Jan,0,0,0,0,26.5,28.5,25.3,24.5,54,2019,January
29 Jan,0,0,0,0,27.4,32,25.4,19.1,55.4,2019,January
30 Jan,0,0,0,0,27.5,31.5,25.2,11.5,41.8,2019,January
31 Jan,0,0,0,0,27,31.3,23.9,14,41,2019,January
2 Feb,0,0,0,0,27.5,31.5,24.6,19.8,38.9,2019,February
3 Feb,0,0,0,0,27.8,32.6,24.7,16.9,40,2019,February
4 Feb,0,0,0,0,28.1,33.3,24.7,14.8,38.5,2019,February
5 Feb,0,0,0,0,27.5,32.4,24.6,18,40.7,2019,February
6 Feb,0,0,0,0,26.9,32.1,23,16.2,46.4,2019,February
7 Feb,0,0,0,0,27,32.7,23.2,14,47.2,2019,February
8 Feb,0,0,0,0,27.8,32.9,24,14.4,43.2,2019,February
9 Feb,0,0,0,0,28,33.3,24.5,14,41.4,2019,February
10 Feb,0,0,0,0,27.8,32.6,25.1,20.2,49.7,2019,February
11 Feb,0,0,0,0,26.9,32,23,26.6,56.5,2019,February
12 Feb,0,0,0,0,27.4,33.5,22.4,28.1,51.8,2019,February
13 Feb,0,0,0,0,28.2,32.3,25,31.3,60.1,2019,February
14 Feb,0,0,0,0,28.3,32.4,26.1,25.9,56.9,2019,February
15 Feb,0,0,0,0,27.3,31.9,24.1,27.4,51.8,2019,February
16 Feb,0,0,0,0,27.7,33.4,24.4,27.7,54.4,2019,February
17 Feb,11.4,7.6,8,9.4,26.4,33.3,22,24.8,50.8,2019,February
18 Feb,12.4,10.8,12,12,26.1,30.6,22.5,16.9,41.4,2019,February
19 Feb,0,0,0,0,27.6,32.8,24.3,24.5,56.5,2019,February
20 Feb,1.8,1,1.4,1.8,27.1,31.7,24.4,25.9,105.5,2019,February
21 Feb,0,0,0,0,27.8,32.2,24,14.8,47.9,2019,February
22 Feb,0,0,0,0,27.7,33.1,24.2,11.2,41,2019,February
23 Feb,0,0,0,0,27.6,32.1,23.9,24.1,47.2,2019,February
24 Feb,0,0,0,0,27.2,32.8,23.2,24.1,49.7,2019,February
25 Feb,0,0,0,0,27.8,33.2,23.9,23,52.6,2019,February
26 Feb,0.2,0.2,0.2,0.2,28.1,32.1,25.4,23.8,75.6,2019,February
27 Feb,1,0.4,0.6,0.8,27.3,31.4,25,20.9,91.4,2019,February
28 Feb,0.6,0.6,0.6,0.6,27.4,32.2,24.8,18.7,43.9,2019,February
2 Mar,0,0,0,0,27.8,32.3,24.1,13.7,41.4,2019,March
3 Mar,0,0,0,0,27.2,32.8,22.6,11.9,31,2019,March
4 Mar,0,0,0,0,27.4,33.2,22.8,9.7,27.4,2019,March
5 Mar,0,0,0,0,28,34.4,23.4,11.5,31.7,2019,March
6 Mar,0,0,0,0,27.9,32.7,25.5,16.9,49.3,2019,March
7 Mar,0,0,0,0,28.8,34.5,25.5,10.1,27.7,2019,March
8 Mar,0,0,0,0,28.5,34.2,25.1,10.8,38.9,2019,March
9 Mar,0,0,0,0,28.5,34.4,24.9,10.8,28.8,2019,March
10 Mar,0,0,0,0,28.9,34.9,25.2,14,38.5,2019,March
11 Mar,40.8,32,39.6,40.8,26.6,32.9,22.1,22,46.4,2019,March
12 Mar,2.6,1.8,1.8,1.8,—,35.7,23.6,20.9,53.3,2019,March
13 Mar,0,0,0,0,28,33.2,23.7,17.3,51.1,2019,March
14 Mar,0,0,0,0,27.9,33.2,23.9,22.3,46.1,2019,March
15 Mar,0,0,0,0,27.6,33.5,23.7,24.1,47.9,2019,March
16 Mar,0,0,0,0,27.8,33.4,23,24.5,50.8,2019,March
17 Mar,0,0,0,0,27.9,32.9,24,20.2,44.3,2019,March
18 Mar,0,0,0,0,27.4,33.7,22.8,27.7,51.8,2019,March
19 Mar,0,0,0,0,27.9,33.1,23.2,22.7,55.1,2019,March
20 Mar,0,0,0,0,28.4,32.8,24.6,11.5,31.7,2019,March
21 Mar,13,10.8,12.8,13,27.4,33.6,22.7,16.2,73.4,2019,March
22 Mar,0.2,0.2,0.2,0.2,27.7,34.1,23.9,14.4,57.6,2019,March
23 Mar,2.6,1.8,2,2.6,28.1,34.3,25.1,11.2,42.8,2019,March
24 Mar,0.2,0.2,0.2,0.2,27.7,33.1,25.1,14.8,31.3,2019,March
25 Mar,16.8,15.8,16,16.6,27.6,32.6,24.9,25.2,82.8,2019,March
26 Mar,0,0,0,0,28.9,33.3,25.5,21.2,46.8,2019,March
27 Mar,0,0,0,0,29.1,33.4,25.8,17.3,40,2019,March
28 Mar,2.4,2.2,2.2,2.4,27,33.5,23.5,16.9,53.6,2019,March
29 Mar,0,0,0,0,28.2,33.2,23.8,13,34.2,2019,March
30 Mar,0,0,0,0,27.1,30.7,25.2,12.2,32,2019,March
31 Mar,0,0,0,0,27.8,31.1,25.3,13.3,27.4,2019,March
2 Apr,0,0,0,0,27.5,32.3,24.5,13,33.5,2019,April
3 Apr,26.2,18.4,21.4,22.8,26.1,31,22.5,11.2,22.7,2019,April
4 Apr,0,0,0,0,27.9,33.6,23.5,—,—,2019,April
5 Apr,0,0,0,0,28.1,32.9,24.6,—,—,2019,April
6 Apr,0,0,0,0,27.8,32.9,23.9,—,—,2019,April
7 Apr,0,0,0,0,28.2,34,23.5,—,—,2019,April
8 Apr,0,0,0,0,28.2,32.8,24.7,—,—,2019,April
9 Apr,0,0,0,0,28.4,33.9,25.2,—,—,2019,April
10 Apr,5.2,5,5.2,5.2,27.3,32.9,25.1,—,—,2019,April
11 Apr,0.8,0.4,0.6,0.6,26.9,32.9,25,—,—,2019,April
12 Apr,1,1,1,1,28.2,33.8,25,25.2,97.9,2019,April
13 Apr,0,0,0,0,28.9,33.9,25.3,25.9,42.1,2019,April
14 Apr,0,0,0,0,28.1,32.6,25.5,23,43.9,2019,April
15 Apr,0.8,0.6,0.8,0.8,28.6,34.9,25,18.7,58.7,2019,April
16 Apr,0,0,0,0,29.6,34.6,25.9,23.8,45.7,2019,April
17 Apr,0,0,0,0,29.5,34.9,25.9,22.7,44.3,2019,April
18 Apr,0,0,0,0,29.3,34.7,25.5,23,51.5,2019,April
19 Apr,10.6,6.8,8.4,10.4,27.7,34.6,24.6,—,—,2019,April
20 Apr,—,—,—,—,—,—,—,—,—,2019,April
21 Apr,—,—,—,—,—,—,—,—,—,2019,April
22 Apr,—,—,—,—,—,—,—,—,—,2019,April
23 Apr,—,—,—,—,—,—,—,—,—,2019,April
24 Apr,—,—,—,—,—,—,—,—,—,2019,April
25 Apr,—,—,—,—,—,—,—,—,—,2019,April
26 Apr,—,—,—,—,—,—,—,—,—,2019,April
27 Apr,—,—,—,—,—,—,—,—,—,2019,April
28 Apr,—,—,—,—,—,—,—,—,—,2019,April
29 Apr,—,—,—,—,—,—,—,—,—,2019,April
30 Apr,—,—,—,—,—,—,—,—,—,2019,April
2 May,4.8,4.2,4.8,4.8,27.8,33,24.7,—,—,2019,May
3 May,0,0,0,0,28.5,33.9,25.7,—,—,2019,May
4 May,7.8,7.4,7.8,7.8,27.9,33.4,24.1,—,—,2019,May
5 May,0,0,0,0,28.4,32.6,25.7,—,—,2019,May
6 May,0,0,0,0,30,34.6,26.5,—,—,2019,May
7 May,6,4.8,6,6,29.4,34.6,25.5,—,—,2019,May
8 May,34.6,19,20.4,21.2,26.6,31.3,23.2,—,—,2019,May
9 May,0,0,0,0,29.1,34.4,25.6,—,—,2019,May
10 May,5,3.8,4,4.4,28.8,34.6,23.4,—,—,2019,May
11 May,31.2,30.2,31.2,31.2,27.6,32.2,24.2,—,—,2019,May
12 May,0,0,0,0,28.7,34.7,26,—,—,2019,May
13 May,4,2.8,3.8,4,28.2,34.3,26,—,—,2019,May
14 May,0.4,0.2,0.2,0.2,28.5,33.9,25.2,—,—,2019,May
15 May,6.8,6,6,6.2,28.7,33.5,25.6,—,—,2019,May
16 May,0,0,0,0,28,32.9,25.1,—,—,2019,May
17 May,0,0,0,0,27.6,32.3,23.9,—,—,2019,May
18 May,0,0,0,0,28.6,33.4,25.4,—,—,2019,May
19 May,0.2,0.2,0.2,0.2,27.4,31.4,24.5,—,—,2019,May
20 May,0,0,0,0,28.3,32.8,25.5,—,—,2019,May
21 May,0,0,0,0,27.8,33.8,25.2,—,—,2019,May
22 May,3.2,3,3,3,27.5,31.7,25.5,—,—,2019,May
23 May,0,0,0,0,28.9,34.1,25.6,—,—,2019,May
24 May,0,0,0,0,29.4,34.4,26,—,—,2019,May
25 May,0,0,0,0,28.8,33.4,25.9,—,—,2019,May
26 May,0,0,0,0,29.1,33.5,26.2,—,—,2019,May
27 May,0,0,0,0,28.9,33.9,26.1,—,—,2019,May
28 May,0,0,0,0,29.6,33.2,26.5,—,—,2019,May
29 May,11,8.2,8.2,8.2,28.7,34.1,25.7,—,—,2019,May
30 May,20,9.8,10.8,10.8,27.4,32.7,24.8,—,—,2019,May
31 May,0,0,0,0,28.4,33.2,25.5,—,—,2019,May
2 Jun,43.6,26.6,36.8,40.8,27.9,33.6,24.7,—,—,2019,June
3 Jun,31.4,11.8,23.2,29,25.9,32.1,23.5,—,—,2019,June
4 Jun,0.4,0.2,0.2,0.2,27.5,31.9,25.1,—,—,2019,June
5 Jun,0,0,0,0,28.4,32.9,25.8,—,—,2019,June
6 Jun,8,5.6,6.4,7.4,26.2,27.9,24.7,—,—,2019,June
7 Jun,—,—,—,—,—,—,—,—,—,2019,June
8 Jun,—,—,—,—,—,—,—,—,—,2019,June
9 Jun,5.2,3,3,3,27.8,31.7,25.6,—,—,2019,June
10 Jun,0,0,0,0,29.4,33.6,26.2,—,—,2019,June
11 Jun,0.8,0.6,0.6,0.8,29.1,33.9,25.3,—,—,2019,June
12 Jun,9.2,3.8,4.8,6.6,26.7,29.8,24,—,—,2019,June
13 Jun,1,0.8,1,1,27.9,30.8,26.1,—,—,2019,June
14 Jun,2.2,1,1,1,28.2,33.7,26.1,—,—,2019,June
15 Jun,0.2,0.2,0.2,0.2,27.5,31.2,25.6,—,—,2019,June
16 Jun,0,0,0,0,28.7,33.2,25.4,—,—,2019,June
17 Jun,2.8,1.6,1.6,1.8,28.3,33.1,26.3,—,—,2019,June
18 Jun,18.8,12,14.6,15.2,26.2,28.9,24.3,—,—,2019,June
19 Jun,0.2,0.2,0.2,0.2,27.2,29.8,25.8,—,—,2019,June
20 Jun,11.4,5.2,6,8,—,—,—,—,—,2019,June
21 Jun,17.4,7.6,10.6,11,27,32.3,24.7,—,—,2019,June
22 Jun,18.4,9.4,11.4,13.2,25.5,30.5,23,—,—,2019,June
23 Jun,0,0,0,0,—,—,—,—,—,2019,June
24 Jun,0.2,0.2,0.2,0.2,27.8,32,26,—,—,2019,June
25 Jun,0,0,0,0,28.9,32.1,26.3,—,—,2019,June
26 Jun,0,0,0,0,27.5,32,25.4,—,—,2019,June
27 Jun,0,0,0,0,28.3,33.2,24.9,—,—,2019,June
28 Jun,0,0,0,0,28.7,32.2,26.1,—,—,2019,June
29 Jun,1,0.8,0.8,0.8,28.3,32.6,25.3,—,—,2019,June
30 Jun,0.6,0.6,0.6,0.6,28.2,32.6,25.6,—,—,2019,June
2 Jul,2.2,2.2,2.2,2.2,28.9,33.1,25.9,—,—,2019,July
3 Jul,1.4,1.2,1.2,1.2,27.6,31.7,24.9,—,—,2019,July
4 Jul,—,—,—,—,—,—,—,—,—,2019,July
5 Jul,0,0,0,0,28.9,33.2,26.3,—,—,2019,July
6 Jul,2.6,2,2.6,2.6,28.2,34.5,25.6,—,—,2019,July
7 Jul,15,14.6,14.6,14.6,27.6,33.1,25.5,—,—,2019,July
8 Jul,—,—,—,—,—,—,—,—,—,2019,July
9 Jul,8.8,6.2,6.8,7.6,26.9,31.1,23.7,—,—,2019,July
10 Jul,0,0,0,0,29,32.4,26.9,—,—,2019,July
11 Jul,0,0,0,0,29.2,33.2,26.8,—,—,2019,July
12 Jul,0,0,0,0,28.4,33.1,25.5,—,—,2019,July
13 Jul,0,0,0,0,28.3,32.4,25,—,—,2019,July
14 Jul,0,0,0,0,29.3,33.3,26.6,—,—,2019,July
15 Jul,0,0,0,0,26.6,28.2,24.5,—,—,2019,July
16 Jul,4.4,3.8,4.4,4.4,—,—,—,—,—,2019,July
17 Jul,0,0,0,0,—,—,—,—,—,2019,July
18 Jul,0,0,0,0,—,31.8,25.7,—,—,2019,July
19 Jul,0,0,0,0,28.5,33.2,25.6,—,—,2019,July
20 Jul,0,0,0,0,28.4,33.9,25.4,—,—,2019,July
21 Jul,0,0,0,0,28,34.3,25.4,—,—,2019,July
22 Jul,0.2,0.2,0.2,0.2,27.7,32.8,25.3,—,—,2019,July
23 Jul,2.6,1,1.6,2.2,26.6,32.1,24.6,—,—,2019,July
24 Jul,0.2,0.2,0.2,0.2,27.8,32.5,24.9,—,—,2019,July
25 Jul,0,0,0,0,28.1,31.9,25.3,—,—,2019,July
26 Jul,0,0,0,0,28.3,33.2,24.6,—,—,2019,July
27 Jul,0,0,0,0,28.2,33.3,25.1,—,—,2019,July
28 Jul,0,0,0,0,28.1,32.3,24.9,—,—,2019,July
29 Jul,0,0,0,0,29.3,34.3,25.7,—,—,2019,July
30 Jul,0,0,0,0,28.7,32.7,25.6,—,—,2019,July
31 Jul,0,0,0,0,28.6,33,25.9,—,—,2019,July
2 Aug,0,0,0,0,29,34,25.6,—,—,2019,August
3 Aug,0,0,0,0,28.8,33.6,26.1,—,—,2019,August
4 Aug,0,0,0,0,28.6,33.2,26.1,—,—,2019,August
5 Aug,0,0,0,0,28.9,32.9,26.1,—,—,2019,August
6 Aug,14.8,12.6,14.6,14.8,28.5,33,25.3,—,—,2019,August
7 Aug,0.2,0.2,0.2,0.2,27.3,32.3,24.8,—,—,2019,August
8 Aug,0,0,0,0,28.3,32.8,25.4,—,—,2019,August
9 Aug,0,0,0,0,28.5,33.3,25.9,—,—,2019,August
10 Aug,0,0,0,0,28.5,31.8,26.8,—,—,2019,August
11 Aug,0,0,0,0,29.1,34.1,26.3,—,—,2019,August
12 Aug,0,0,0,0,29.2,33.8,27,—,—,2019,August
13 Aug,0,0,0,0,28.8,32.6,26.7,—,—,2019,August
14 Aug,32.6,24.4,31.4,32.6,28,33.8,24.7,—,—,2019,August
15 Aug,0.2,0.2,0.2,0.2,28.6,33.3,25.3,—,—,2019,August
16 Aug,0,0,0,0,29.1,33.4,26.5,—,—,2019,August
17 Aug,0,0,0,0,28.8,32.6,26.7,—,—,2019,August
18 Aug,0,0,0,0,29.2,33.5,26.8,—,—,2019,August
19 Aug,0,0,0,0,28.6,33.2,25,—,—,2019,August
20 Aug,0,0,0,0,29.2,33.8,27,—,—,2019,August
21 Aug,0,0,0,0,29.2,33.9,27.1,—,—,2019,August
22 Aug,0,0,0,0,28.7,33.8,25.7,—,—,2019,August
23 Aug,0,0,0,0,29.1,34.1,26.7,—,—,2019,August
24 Aug,0,0,0,0,28.8,32.8,26.2,—,—,2019,August
25 Aug,1.2,1,1,1,27.8,32.1,26,—,—,2019,August
26 Aug,11.2,7.6,10,11,27,33.4,23.1,—,—,2019,August
27 Aug,1.8,1.8,1.8,1.8,26.4,32.3,24.2,—,—,2019,August
28 Aug,0.4,0.4,0.4,0.4,25.9,27.7,23.7,—,—,2019,August
29 Aug,0,0,0,0,28.2,33,25,—,—,2019,August
30 Aug,0.2,0.2,0.2,0.2,28.1,32.2,25.3,—,—,2019,August
31 Aug,0,0,0,0,28.5,33,25.6,—,—,2019,August
2 Sep,0,0,0,0,29.2,34.4,25.4,—,—,2019,September
3 Sep,0,0,0,0,29.2,34,26.3,—,—,2019,September
4 Sep,5.2,4.6,5.2,5.2,28.4,33.7,23.5,—,—,2019,September
5 Sep,0,0,0,0,28.8,32.9,25.9,—,—,2019,September
6 Sep,0,0,0,0,28.7,33.1,25.6,—,—,2019,September
7 Sep,0,0,0,0,28.9,32.9,26.2,—,—,2019,September
8 Sep,0,0,0,0,28.5,33,25.2,—,—,2019,September
9 Sep,0,0,0,0,28.8,33.1,26.4,—,—,2019,September
10 Sep,0,0,0,0,28.8,34.3,26.7,—,—,2019,September
11 Sep,0,0,0,0,28.9,34.5,24.9,—,—,2019,September
12 Sep,0,0,0,0,28.6,34.5,24.9,—,—,2019,September
13 Sep,0,0,0,0,28.8,33.6,25.1,—,—,2019,September
14 Sep,0.2,0.2,0.2,0.2,28,30.8,25.6,—,—,2019,September
15 Sep,0,0,0,0,28.2,32.6,26.3,—,—,2019,September
16 Sep,0,0,0,0,28.4,33.3,25.2,—,—,2019,September
17 Sep,0,0,0,0,28.6,32.9,25.8,—,—,2019,September
18 Sep,0,0,0,0,29,33,26.9,—,—,2019,September
19 Sep,0,0,0,0,29,33.8,26.2,—,—,2019,September
20 Sep,0,0,0,0,28.8,33.8,26.1,—,—,2019,September
21 Sep,0,0,0,0,28.8,34.1,25.5,—,—,2019,September
22 Sep,0,0,0,0,28.9,34.1,25.7,—,—,2019,September
23 Sep,0.2,0.2,0.2,0.2,27.9,31.2,25.4,—,—,2019,September
24 Sep,1,1,1,1,28.6,34.6,24.7,—,—,2019,September
25 Sep,62.4,38.4,53.6,57,25.4,29.7,23.4,—,—,2019,September
26 Sep,0,0,0,0,28.1,33.8,24.6,—,—,2019,September
27 Sep,0,0,0,0,28.4,33.7,25.5,—,—,2019,September
28 Sep,0,0,0,0,28.3,34.9,24.6,—,—,2019,September
29 Sep,1.6,1,1,1,27.4,33.2,25,—,—,2019,September
30 Sep,9.6,7.8,7.8,7.8,26.5,31.3,23.8,—,—,2019,September
2 Oct,4.8,1.2,2.2,3.4,25.5,32.1,22.6,—,—,2019,October
3 Oct,0.2,0.2,0.2,0.2,26.5,31.4,22.8,—,—,2019,October
4 Oct,0,0,0,0,27.2,31.5,25.1,—,—,2019,October
5 Oct,0,0,0,0,27.9,33.3,24.7,—,—,2019,October
6 Oct,11,8.2,11,11,26.9,34.3,24,—,—,2019,October
7 Oct,65.2,26.4,30.8,33.4,25.4,32.2,23.5,—,—,2019,October
8 Oct,5.4,5.2,5.2,5.2,26.9,32.9,23.5,—,—,2019,October
9 Oct,0.4,0.2,0.2,0.2,27,32.5,23.8,—,—,2019,October
10 Oct,0,0,0,0,27.7,33.6,24.3,—,—,2019,October
11 Oct,0,0,0,0,28.3,34.1,23.8,—,—,2019,October
12 Oct,1.2,1.2,1.2,1.2,27.4,33.6,24.8,—,—,2019,October
13 Oct,0,0,0,0,27.8,33,24.3,—,—,2019,October
14 Oct,0,0,0,0,28,34.4,25,—,—,2019,October
15 Oct,0,0,0,0,27.7,33.6,24.2,—,—,2019,October
16 Oct,2,1.8,2,2,28.1,33.4,25.1,—,—,2019,October
17 Oct,—,—,—,—,27.1,32.6,24.4,—,—,2019,October
18 Oct,6.4,6.4,6.4,6.4,27.8,32,25.3,—,—,2019,October
19 Oct,0,0,0,0,28.1,33.3,25.2,—,—,2019,October
20 Oct,4.4,1.8,3.6,3.6,27.6,33.3,25.1,—,—,2019,October
21 Oct,0.8,0.6,0.6,0.6,27.7,33.4,25,—,—,2019,October
22 Oct,13.2,3,5,8.6,26.1,30.4,24.2,—,—,2019,October
23 Oct,0.6,0.4,0.4,0.6,26.7,31.8,24,2.5,20.5,2019,October
24 Oct,0,0,0,0,27.2,31.7,24.6,3.2,18.7,2019,October
25 Oct,0,0,0,0,28.2,33.5,25.2,4,19.1,2019,October
26 Oct,14.2,9.4,10.2,10.4,26,31.8,24.2,2.9,22.7,2019,October
27 Oct,58,35,45.4,51.2,26.8,32.5,23.4,3.6,15.5,2019,October
28 Oct,1,0.4,0.4,0.6,26,31.1,23.8,3.6,16.6,2019,October
29 Oct,0,0,0,0,28.1,33.2,24.3,3.2,17.6,2019,October
30 Oct,0,0,0,0,27.8,33.1,25.4,3.2,22.3,2019,October
31 Oct,0,0,0,0,27.5,32.7,25.2,3.2,23,2019,October
2 Nov,0.2,0.2,0.2,0.2,28.7,34.3,25.1,3.2,19.8,2019,November
3 Nov,6.4,6.4,6.4,6.4,26.7,31.8,24.5,3.6,21.6,2019,November
4 Nov,0,0,0,0,27.6,32.5,24.2,2.9,16.6,2019,November
5 Nov,10.8,10.8,10.8,10.8,27,31.1,24.1,2.2,18,2019,November
6 Nov,0,0,0,0,28.7,34.3,25.2,3.6,19.8,2019,November
7 Nov,0,0,0,0,29.4,34.7,25.7,3.2,13.3,2019,November
8 Nov,5.6,2.8,4.2,5.6,27.2,31.9,23.3,5,34.6,2019,November
9 Nov,0,0,0,0,27.3,34.1,24.5,4,22.7,2019,November
10 Nov,0,0,0,0,28.3,34.3,23.8,3.6,22.7,2019,November
11 Nov,0,0,0,0,27.9,33.2,25.3,2.9,19.1,2019,November
12 Nov,0,0,0,0,27.9,34.2,25.7,3.2,20.5,2019,November
13 Nov,0,0,0,0,28.1,33.9,24.7,2.9,21.2,2019,November
14 Nov,0,0,0,0,27.1,30.8,25.5,3.6,18,2019,November
15 Nov,0,0,0,0,26.8,30.9,25.3,3.6,21.6,2019,November
16 Nov,0,0,0,0,27.9,32.7,24.8,4,19.1,2019,November
17 Nov,0,0,0,0,27.7,33.7,24.3,3.6,25.6,2019,November
18 Nov,0.4,0.4,0.4,0.4,27.2,33.9,24.6,2.9,18,2019,November
19 Nov,0,0,0,0,27,31.6,24.6,3.6,19.8,2019,November
20 Nov,5,1.4,2,3,25.6,29.3,24.1,3.2,23,2019,November
21 Nov,0.6,0.4,0.4,0.4,25.9,30,24.1,4,18,2019,November
22 Nov,0.8,0.4,0.6,0.8,26,32.6,24.1,3.6,22,2019,November
23 Nov,0,0,0,0,26.4,31.2,24,4.3,19.8,2019,November
24 Nov,22,13.6,13.8,16.2,25.8,32.8,23.3,3.2,23.8,2019,November
25 Nov,0,0,0,0,27.2,33.4,23.5,3.6,25.2,2019,November
26 Nov,0,0,0,0,27.9,32.4,25.2,6.1,24.8,2019,November
27 Nov,4,4,4,4,26.9,32,24.6,3.2,20.2,2019,November
28 Nov,0.6,0.2,0.2,0.2,27.2,31.9,24.4,3.6,19.8,2019,November
